store_id,inventory_id,title,rating,rental_rate,replacement_cost
1,970,"DAY UNFAITHFUL",G,4.99,16.99
1,974,"DECEIVER BETRAYED",NC-17,0.99,22.99
1,975,"DECEIVER BETRAYED",NC-17,0.99,22.99
1,976,"DECEIVER BETRAYED",NC-17,0.99,22.99
1,977,"DECEIVER BETRAYED",NC-17,0.99,22.99
1,981,"DEEP CRUSADE",PG-13,4.99,20.99
1,982,"DEEP CRUSADE",PG-13,4.99,20.99
1,983,"DEEP CRUSADE",PG-13,4.99,20.99
1,984,"DEEP CRUSADE",PG-13,4.99,20.99
1,985,"DEER VIRGINIAN",NC-17,2.99,13.99
1,986,"DEER VIRGINIAN",NC-17,2.99,13.99
1,987,"DEER VIRGINIAN",NC-17,2.99,13.99
1,988,"DEER VIRGINIAN",NC-17,2.99,13.99
1,993,"DESERT POSEIDON",R,4.99,27.99
1,994,"DESERT POSEIDON",R,4.99,27.99
1,1001,"DESPERATE TRAINSPOTTING",G,4.99,29.99
1,1002,"DESPERATE TRAINSPOTTING",G,4.99,29.99
1,1003,"DESTINATION JERK",PG-13,0.99,19.99
1,1004,"DESTINATION JERK",PG-13,0.99,19.99
1,1005,"DESTINATION JERK",PG-13,0.99,19.99
1,1006,"DESTINY SATURDAY",G,4.99,20.99
1,1007,"DESTINY SATURDAY",G,4.99,20.99
1,1011,"DETAILS PACKER",R,4.99,17.99
1,1012,"DETAILS PACKER",R,4.99,17.99
1,1013,"DETAILS PACKER",R,4.99,17.99
1,1016,"DETECTIVE VISION",PG-13,0.99,16.99
1,1017,"DETECTIVE VISION",PG-13,0.99,16.99
1,1018,"DETECTIVE VISION",PG-13,0.99,16.99
1,1023,"DEVIL DESIRE",R,4.99,12.99
1,1024,"DEVIL DESIRE",R,4.99,12.99
1,1027,"DIARY PANIC",G,2.99,20.99
1,1028,"DIARY PANIC",G,2.99,20.99
1,1029,"DINOSAUR SECRETARY",R,2.99,27.99
1,1030,"DINOSAUR SECRETARY",R,2.99,27.99
1,1031,"DINOSAUR SECRETARY",R,2.99,27.99
1,1032,"DINOSAUR SECRETARY",R,2.99,27.99
1,1037,"DIRTY ACE",NC-17,2.99,29.99
1,1038,"DIRTY ACE",NC-17,2.99,29.99
1,1039,"DIRTY ACE",NC-17,2.99,29.99
1,1042,"DISCIPLE MOTHER",PG,0.99,17.99
1,1043,"DISCIPLE MOTHER",PG,0.99,17.99
1,1044,"DISCIPLE MOTHER",PG,0.99,17.99
1,1045,"DISCIPLE MOTHER",PG,0.99,17.99
1,1048,"DISTURBING SCARFACE",R,2.99,27.99
1,1049,"DISTURBING SCARFACE",R,2.99,27.99
1,1050,"DISTURBING SCARFACE",R,2.99,27.99
1,1051,"DISTURBING SCARFACE",R,2.99,27.99
1,1055,"DIVIDE MONSTER",PG-13,2.99,13.99
1,1056,"DIVIDE MONSTER",PG-13,2.99,13.99
1,1065,"DIVORCE SHINING",G,2.99,21.99
1,1066,"DIVORCE SHINING",G,2.99,21.99
1,1067,"DOCTOR GRAIL",G,2.99,29.99
1,1068,"DOCTOR GRAIL",G,2.99,29.99
1,1069,"DOGMA FAMILY",G,4.99,16.99
1,1070,"DOGMA FAMILY",G,4.99,16.99
1,1071,"DOGMA FAMILY",G,4.99,16.99
1,1072,"DOGMA FAMILY",G,4.99,16.99
1,1080,"DONNIE ALLEY",NC-17,0.99,20.99
1,1081,"DONNIE ALLEY",NC-17,0.99,20.99
1,1082,"DONNIE ALLEY",NC-17,0.99,20.99
1,1083,"DONNIE ALLEY",NC-17,0.99,20.99
1,1084,"DOOM DANCING",R,0.99,13.99
1,1085,"DOOM DANCING",R,0.99,13.99
1,1089,"DOORS PRESIDENT",NC-17,4.99,22.99
1,1090,"DOORS PRESIDENT",NC-17,4.99,22.99
1,1095,"DORADO NOTTING",NC-17,4.99,26.99
1,1096,"DORADO NOTTING",NC-17,4.99,26.99
1,1097,"DORADO NOTTING",NC-17,4.99,26.99
1,1098,"DORADO NOTTING",NC-17,4.99,26.99
1,1102,"DOUBLE WRATH",R,0.99,28.99
1,1103,"DOUBLE WRATH",R,0.99,28.99
1,1104,"DOUBLE WRATH",R,0.99,28.99
1,1112,"DOWNHILL ENOUGH",G,0.99,19.99
1,1113,"DOWNHILL ENOUGH",G,0.99,19.99
1,1114,"DOWNHILL ENOUGH",G,0.99,19.99
1,1121,"DRACULA CRYSTAL",G,0.99,26.99
1,1122,"DRACULA CRYSTAL",G,0.99,26.99
1,1131,"DRAGONFLY STRANGERS",NC-17,4.99,19.99
1,1132,"DRAGONFLY STRANGERS",NC-17,4.99,19.99
1,1136,"DREAM PICKUP",PG,2.99,18.99
1,1137,"DREAM PICKUP",PG,2.99,18.99
1,1138,"DREAM PICKUP",PG,2.99,18.99
1,1142,"DRIFTER COMMANDMENTS",PG-13,4.99,18.99
1,1143,"DRIFTER COMMANDMENTS",PG-13,4.99,18.99
1,1144,"DRIFTER COMMANDMENTS",PG-13,4.99,18.99
1,1145,"DRIFTER COMMANDMENTS",PG-13,4.99,18.99
1,1148,"DRIVER ANNIE",PG-13,2.99,11.99
1,1149,"DRIVER ANNIE",PG-13,2.99,11.99
1,1153,"DRIVING POLISH",NC-17,4.99,21.99
1,1154,"DRIVING POLISH",NC-17,4.99,21.99
1,1155,"DRIVING POLISH",NC-17,4.99,21.99
1,1156,"DRIVING POLISH",NC-17,4.99,21.99
1,1169,"DUCK RACER",NC-17,2.99,15.99
1,1170,"DUCK RACER",NC-17,2.99,15.99
1,1175,"DUFFEL APOCALYPSE",G,0.99,13.99
1,1176,"DUFFEL APOCALYPSE",G,0.99,13.99
1,1179,"DURHAM PANKY",R,4.99,14.99
1,1180,"DURHAM PANKY",R,4.99,14.99
1,1181,"DURHAM PANKY",R,4.99,14.99
1,1182,"DURHAM PANKY",R,4.99,14.99
1,1188,"DYING MAKER",PG,4.99,28.99
1,1189,"DYING MAKER",PG,4.99,28.99
1,1190,"DYING MAKER",PG,4.99,28.99
1,1191,"DYING MAKER",PG,4.99,28.99
1,1192,"DYNAMITE TARZAN",PG-13,0.99,27.99
1,1193,"DYNAMITE TARZAN",PG-13,0.99,27.99
1,1194,"DYNAMITE TARZAN",PG-13,0.99,27.99
1,1195,"DYNAMITE TARZAN",PG-13,0.99,27.99
1,1200,"EAGLES PANKY",NC-17,4.99,14.99
1,1201,"EAGLES PANKY",NC-17,4.99,14.99
1,1202,"EAGLES PANKY",NC-17,4.99,14.99
1,1203,"EAGLES PANKY",NC-17,4.99,14.99
1,1208,"EARRING INSTINCT",R,0.99,22.99
1,1209,"EARRING INSTINCT",R,0.99,22.99
1,1214,"EARTH VISION",NC-17,0.99,29.99
1,1215,"EARTH VISION",NC-17,0.99,29.99
1,1216,"EARTH VISION",NC-17,0.99,29.99
1,1221,"EASY GLADIATOR",G,4.99,12.99
1,1222,"EASY GLADIATOR",G,4.99,12.99
1,1223,"EASY GLADIATOR",G,4.99,12.99
1,1226,"EDGE KISSING",NC-17,4.99,9.99
1,1227,"EDGE KISSING",NC-17,4.99,9.99
1,1228,"EDGE KISSING",NC-17,4.99,9.99
1,1229,"EDGE KISSING",NC-17,4.99,9.99
1,1230,"EFFECT GLADIATOR",PG,0.99,14.99
1,1231,"EFFECT GLADIATOR",PG,0.99,14.99
1,1232,"EFFECT GLADIATOR",PG,0.99,14.99
1,1233,"EFFECT GLADIATOR",PG,0.99,14.99
1,1237,"EGG IGBY",PG,2.99,20.99
1,1238,"EGG IGBY",PG,2.99,20.99
1,1239,"EGG IGBY",PG,2.99,20.99
1,1244,"EGYPT TENENBAUMS",PG,0.99,11.99
1,1245,"EGYPT TENENBAUMS",PG,0.99,11.99
1,1246,"EGYPT TENENBAUMS",PG,0.99,11.99
1,1249,"ELEMENT FREDDY",NC-17,4.99,28.99
1,1250,"ELEMENT FREDDY",NC-17,4.99,28.99
1,1251,"ELEMENT FREDDY",NC-17,4.99,28.99
1,1252,"ELEMENT FREDDY",NC-17,4.99,28.99
1,1253,"ELEPHANT TROJAN",PG-13,4.99,24.99
1,1254,"ELEPHANT TROJAN",PG-13,4.99,24.99
1,1255,"ELEPHANT TROJAN",PG-13,4.99,24.99
1,1256,"ELF MURDER",NC-17,4.99,19.99
1,1257,"ELF MURDER",NC-17,4.99,19.99
1,1258,"ELIZABETH SHANE",NC-17,4.99,11.99
1,1259,"ELIZABETH SHANE",NC-17,4.99,11.99
1,1260,"EMPIRE MALKOVICH",G,0.99,26.99
1,1261,"EMPIRE MALKOVICH",G,0.99,26.99
1,1262,"EMPIRE MALKOVICH",G,0.99,26.99
1,1263,"EMPIRE MALKOVICH",G,0.99,26.99
1,1266,"ENCINO ELF",G,0.99,9.99
1,1267,"ENCINO ELF",G,0.99,9.99
1,1272,"ENCOUNTERS CURTAIN",NC-17,0.99,20.99
1,1273,"ENCOUNTERS CURTAIN",NC-17,0.99,20.99
1,1274,"ENCOUNTERS CURTAIN",NC-17,0.99,20.99
1,1278,"ENDING CROWDS",NC-17,0.99,10.99
1,1279,"ENDING CROWDS",NC-17,0.99,10.99
1,1280,"ENDING CROWDS",NC-17,0.99,10.99
1,1281,"ENEMY ODDS",NC-17,4.99,23.99
1,1282,"ENEMY ODDS",NC-17,4.99,23.99
1,1283,"ENEMY ODDS",NC-17,4.99,23.99
1,1288,"ENGLISH BULWORTH",PG-13,0.99,18.99
1,1289,"ENGLISH BULWORTH",PG-13,0.99,18.99
1,1290,"ENGLISH BULWORTH",PG-13,0.99,18.99
1,1295,"ENOUGH RAGING",NC-17,2.99,16.99
1,1296,"ENOUGH RAGING",NC-17,2.99,16.99
1,1300,"ENTRAPMENT SATISFACTION",R,0.99,19.99
1,1301,"ENTRAPMENT SATISFACTION",R,0.99,19.99
1,1304,"ESCAPE METROPOLIS",R,2.99,20.99
1,1305,"ESCAPE METROPOLIS",R,2.99,20.99
1,1310,"EVE RESURRECTION",G,4.99,25.99
1,1311,"EVE RESURRECTION",G,4.99,25.99
1,1312,"EVERYONE CRAFT",PG,0.99,29.99
1,1313,"EVERYONE CRAFT",PG,0.99,29.99
1,1314,"EVERYONE CRAFT",PG,0.99,29.99
1,1315,"EVOLUTION ALTER",PG-13,0.99,10.99
1,1316,"EVOLUTION ALTER",PG-13,0.99,10.99
1,1317,"EVOLUTION ALTER",PG-13,0.99,10.99
1,1318,"EVOLUTION ALTER",PG-13,0.99,10.99
1,1319,"EXCITEMENT EVE",G,0.99,20.99
1,1320,"EXCITEMENT EVE",G,0.99,20.99
1,1321,"EXCITEMENT EVE",G,0.99,20.99
1,1325,"EXORCIST STING",G,2.99,17.99
1,1326,"EXORCIST STING",G,2.99,17.99
1,1330,"EXPECATIONS NATURAL",PG-13,4.99,26.99
1,1331,"EXPECATIONS NATURAL",PG-13,4.99,26.99
1,1335,"EXPENDABLE STALLION",PG,0.99,14.99
1,1336,"EXPENDABLE STALLION",PG,0.99,14.99
1,1337,"EXPENDABLE STALLION",PG,0.99,14.99
1,1338,"EXPENDABLE STALLION",PG,0.99,14.99
1,1343,"EXPRESS LONELY",R,2.99,23.99
1,1344,"EXPRESS LONELY",R,2.99,23.99
1,1345,"EXPRESS LONELY",R,2.99,23.99
1,1346,"EXPRESS LONELY",R,2.99,23.99
1,1349,"EYES DRIVING",PG-13,2.99,13.99
1,1350,"EYES DRIVING",PG-13,2.99,13.99
1,1354,"FACTORY DRAGON",PG-13,0.99,9.99
1,1355,"FACTORY DRAGON",PG-13,0.99,9.99
1,1356,"FACTORY DRAGON",PG-13,0.99,9.99
1,1357,"FACTORY DRAGON",PG-13,0.99,9.99
1,1358,"FALCON VOLUME",PG-13,4.99,21.99
1,1359,"FALCON VOLUME",PG-13,4.99,21.99
1,1364,"FAMILY SWEET",R,0.99,24.99
1,1365,"FAMILY SWEET",R,0.99,24.99
1,1366,"FAMILY SWEET",R,0.99,24.99
1,1367,"FAMILY SWEET",R,0.99,24.99
1,1372,"FANTASIA PARK",G,2.99,29.99
1,1373,"FANTASIA PARK",G,2.99,29.99
1,1378,"FANTASY TROOPERS",PG-13,0.99,27.99
1,1379,"FANTASY TROOPERS",PG-13,0.99,27.99
1,1380,"FANTASY TROOPERS",PG-13,0.99,27.99
1,1381,"FANTASY TROOPERS",PG-13,0.99,27.99
1,1384,"FARGO GANDHI",G,2.99,28.99
1,1385,"FARGO GANDHI",G,2.99,28.99
1,1386,"FARGO GANDHI",G,2.99,28.99
1,1387,"FARGO GANDHI",G,2.99,28.99
1,1390,"FATAL HAUNTED",PG,2.99,24.99
1,1391,"FATAL HAUNTED",PG,2.99,24.99
1,1392,"FATAL HAUNTED",PG,2.99,24.99
1,1393,"FATAL HAUNTED",PG,2.99,24.99
1,1397,"FEATHERS METAL",PG-13,0.99,12.99
1,1398,"FEATHERS METAL",PG-13,0.99,12.99
1,1399,"FEATHERS METAL",PG-13,0.99,12.99
1,1400,"FELLOWSHIP AUTUMN",NC-17,4.99,9.99
1,1401,"FELLOWSHIP AUTUMN",NC-17,4.99,9.99
1,1402,"FELLOWSHIP AUTUMN",NC-17,4.99,9.99
1,1406,"FERRIS MOTHER",PG,2.99,13.99
1,1407,"FERRIS MOTHER",PG,2.99,13.99
1,1410,"FEUD FROGMEN",R,0.99,29.99
1,1411,"FEUD FROGMEN",R,0.99,29.99
1,1416,"FEVER EMPIRE",R,4.99,20.99
1,1417,"FEVER EMPIRE",R,4.99,20.99
1,1418,"FICTION CHRISTMAS",PG,0.99,14.99
1,1419,"FICTION CHRISTMAS",PG,0.99,14.99
1,1420,"FICTION CHRISTMAS",PG,0.99,14.99
1,1428,"FIDELITY DEVIL",G,4.99,11.99
1,1429,"FIDELITY DEVIL",G,4.99,11.99
1,1430,"FIDELITY DEVIL",G,4.99,11.99
1,1431,"FIDELITY DEVIL",G,4.99,11.99
1,1434,"FIGHT JAWBREAKER",R,0.99,13.99
1,1435,"FIGHT JAWBREAKER",R,0.99,13.99
1,1445,"FIREBALL PHILADELPHIA",PG,0.99,25.99
1,1446,"FIREBALL PHILADELPHIA",PG,0.99,25.99
1,1447,"FIREBALL PHILADELPHIA",PG,0.99,25.99
1,1448,"FIREBALL PHILADELPHIA",PG,0.99,25.99
1,1452,"FISH OPUS",R,2.99,22.99
1,1453,"FISH OPUS",R,2.99,22.99
1,1454,"FISH OPUS",R,2.99,22.99
1,1459,"FLAMINGOS CONNECTICUT",PG-13,4.99,28.99
1,1460,"FLAMINGOS CONNECTICUT",PG-13,4.99,28.99
1,1461,"FLAMINGOS CONNECTICUT",PG-13,4.99,28.99
1,1466,"FLASH WARS",NC-17,4.99,21.99
1,1467,"FLASH WARS",NC-17,4.99,21.99
1,1468,"FLASH WARS",NC-17,4.99,21.99
1,1469,"FLASH WARS",NC-17,4.99,21.99
1,1470,"FLATLINERS KILLER",G,2.99,29.99
1,1471,"FLATLINERS KILLER",G,2.99,29.99
1,1472,"FLATLINERS KILLER",G,2.99,29.99
1,1473,"FLATLINERS KILLER",G,2.99,29.99
1,1480,"FLINTSTONES HAPPINESS",PG-13,4.99,11.99
1,1481,"FLINTSTONES HAPPINESS",PG-13,4.99,11.99
1,1482,"FLINTSTONES HAPPINESS",PG-13,4.99,11.99
1,1485,"FLYING HOOK",NC-17,2.99,18.99
1,1486,"FLYING HOOK",NC-17,2.99,18.99
1,1491,"FOOL MOCKINGBIRD",PG,4.99,24.99
1,1492,"FOOL MOCKINGBIRD",PG,4.99,24.99
1,1493,"FOOL MOCKINGBIRD",PG,4.99,24.99
1,1494,"FOOL MOCKINGBIRD",PG,4.99,24.99
1,1501,"FORREST SONS",R,2.99,15.99
1,1502,"FORREST SONS",R,2.99,15.99
1,1503,"FORREST SONS",R,2.99,15.99
1,1507,"FORRESTER COMANCHEROS",NC-17,4.99,22.99
1,1508,"FORRESTER COMANCHEROS",NC-17,4.99,22.99
1,1509,"FORRESTER COMANCHEROS",NC-17,4.99,22.99
1,1510,"FORRESTER COMANCHEROS",NC-17,4.99,22.99
1,1514,"FORWARD TEMPLE",NC-17,2.99,25.99
1,1515,"FORWARD TEMPLE",NC-17,2.99,25.99
1,1516,"FORWARD TEMPLE",NC-17,2.99,25.99
1,1517,"FORWARD TEMPLE",NC-17,2.99,25.99
1,1522,"FREAKY POCUS",R,2.99,16.99
1,1523,"FREAKY POCUS",R,2.99,16.99
1,1526,"FREDDY STORM",NC-17,4.99,21.99
1,1527,"FREDDY STORM",NC-17,4.99,21.99
1,1532,"FREEDOM CLEOPATRA",PG-13,0.99,23.99
1,1533,"FREEDOM CLEOPATRA",PG-13,0.99,23.99
1,1534,"FRENCH HOLIDAY",PG,4.99,22.99
1,1535,"FRENCH HOLIDAY",PG,4.99,22.99
1,1536,"FRENCH HOLIDAY",PG,4.99,22.99
1,1539,"FRIDA SLIPPER",R,2.99,11.99
1,1540,"FRIDA SLIPPER",R,2.99,11.99
1,1549,"FRONTIER CABIN",PG-13,4.99,14.99
1,1550,"FRONTIER CABIN",PG-13,4.99,14.99
1,1551,"FROST HEAD",PG,0.99,13.99
1,1552,"FROST HEAD",PG,0.99,13.99
1,1553,"FROST HEAD",PG,0.99,13.99
1,1554,"FROST HEAD",PG,0.99,13.99
1,1559,"FUGITIVE MAGUIRE",R,4.99,28.99
1,1560,"FUGITIVE MAGUIRE",R,4.99,28.99
1,1561,"FUGITIVE MAGUIRE",R,4.99,28.99
1,1562,"FUGITIVE MAGUIRE",R,4.99,28.99
1,1563,"FULL FLATLINERS",PG,2.99,14.99
1,1564,"FULL FLATLINERS",PG,2.99,14.99
1,1565,"FURY MURDER",PG-13,0.99,28.99
1,1566,"FURY MURDER",PG-13,0.99,28.99
1,1567,"FURY MURDER",PG-13,0.99,28.99
1,1570,"GABLES METROPOLIS",PG,0.99,17.99
1,1571,"GABLES METROPOLIS",PG,0.99,17.99
1,1572,"GABLES METROPOLIS",PG,0.99,17.99
1,1575,"GALAXY SWEETHEARTS",R,4.99,13.99
1,1576,"GALAXY SWEETHEARTS",R,4.99,13.99
1,1581,"GAMES BOWFINGER",PG-13,4.99,17.99
1,1582,"GAMES BOWFINGER",PG-13,4.99,17.99
1,1583,"GAMES BOWFINGER",PG-13,4.99,17.99
1,1584,"GAMES BOWFINGER",PG-13,4.99,17.99
1,1589,"GANGS PRIDE",PG-13,2.99,27.99
1,1590,"GANGS PRIDE",PG-13,2.99,27.99
1,1591,"GANGS PRIDE",PG-13,2.99,27.99
1,1592,"GANGS PRIDE",PG-13,2.99,27.99
1,1596,"GARDEN ISLAND",G,4.99,21.99
1,1597,"GARDEN ISLAND",G,4.99,21.99
1,1598,"GARDEN ISLAND",G,4.99,21.99
1,1599,"GARDEN ISLAND",G,4.99,21.99
1,1604,"GASLIGHT CRUSADE",PG,2.99,10.99
1,1605,"GASLIGHT CRUSADE",PG,2.99,10.99
1,1606,"GASLIGHT CRUSADE",PG,2.99,10.99
1,1614,"GENTLEMEN STAGE",NC-17,2.99,22.99
1,1615,"GENTLEMEN STAGE",NC-17,2.99,22.99
1,1620,"GHOST GROUNDHOG",G,4.99,18.99
1,1621,"GHOST GROUNDHOG",G,4.99,18.99
1,1622,"GHOST GROUNDHOG",G,4.99,18.99
1,1627,"GIANT TROOPERS",R,2.99,10.99
1,1628,"GIANT TROOPERS",R,2.99,10.99
1,1629,"GIANT TROOPERS",R,2.99,10.99
1,1630,"GIANT TROOPERS",R,2.99,10.99
1,1639,"GILMORE BOILED",R,0.99,29.99
1,1640,"GILMORE BOILED",R,0.99,29.99
1,1641,"GILMORE BOILED",R,0.99,29.99
1,1642,"GILMORE BOILED",R,0.99,29.99
1,1647,"GLASS DYING",G,0.99,24.99
1,1648,"GLASS DYING",G,0.99,24.99
1,1649,"GLASS DYING",G,0.99,24.99
1,1650,"GLASS DYING",G,0.99,24.99
1,1651,"GLEAMING JAWBREAKER",NC-17,2.99,25.99
1,1652,"GLEAMING JAWBREAKER",NC-17,2.99,25.99
1,1653,"GLEAMING JAWBREAKER",NC-17,2.99,25.99
1,1654,"GLEAMING JAWBREAKER",NC-17,2.99,25.99
1,1659,"GLORY TRACY",PG-13,2.99,13.99
1,1660,"GLORY TRACY",PG-13,2.99,13.99
1,1661,"GO PURPLE",R,0.99,12.99
1,1662,"GO PURPLE",R,0.99,12.99
1,1663,"GO PURPLE",R,0.99,12.99
1,1667,"GODFATHER DIARY",NC-17,2.99,14.99
1,1668,"GODFATHER DIARY",NC-17,2.99,14.99
1,1669,"GODFATHER DIARY",NC-17,2.99,14.99
1,1670,"GOLD RIVER",R,4.99,21.99
1,1671,"GOLD RIVER",R,4.99,21.99
1,1674,"GOLDFINGER SENSIBILITY",G,0.99,29.99
1,1675,"GOLDFINGER SENSIBILITY",G,0.99,29.99
1,1676,"GOLDFINGER SENSIBILITY",G,0.99,29.99
1,1677,"GOLDFINGER SENSIBILITY",G,0.99,29.99
1,1681,"GOLDMINE TYCOON",R,0.99,20.99
1,1682,"GOLDMINE TYCOON",R,0.99,20.99
1,1683,"GOLDMINE TYCOON",R,0.99,20.99
1,1684,"GOLDMINE TYCOON",R,0.99,20.99
1,1688,"GONE TROUBLE",R,2.99,20.99
1,1689,"GONE TROUBLE",R,2.99,20.99
1,1690,"GOODFELLAS SALUTE",PG,4.99,22.99
1,1691,"GOODFELLAS SALUTE",PG,4.99,22.99
1,1692,"GOODFELLAS SALUTE",PG,4.99,22.99
1,1693,"GOODFELLAS SALUTE",PG,4.99,22.99
1,1698,"GORGEOUS BINGO",R,2.99,26.99
1,1699,"GORGEOUS BINGO",R,2.99,26.99
1,1700,"GORGEOUS BINGO",R,2.99,26.99
1,1703,"GOSFORD DONNIE",G,4.99,17.99
1,1704,"GOSFORD DONNIE",G,4.99,17.99
1,1705,"GOSFORD DONNIE",G,4.99,17.99
1,1706,"GRACELAND DYNAMITE",R,4.99,26.99
1,1707,"GRACELAND DYNAMITE",R,4.99,26.99
1,1708,"GRADUATE LORD",G,2.99,14.99
1,1709,"GRADUATE LORD",G,2.99,14.99
1,1710,"GRADUATE LORD",G,2.99,14.99
1,1713,"GRAFFITI LOVE",PG,0.99,29.99
1,1714,"GRAFFITI LOVE",PG,0.99,29.99
1,1715,"GRAFFITI LOVE",PG,0.99,29.99
1,1720,"GRAIL FRANKENSTEIN",NC-17,2.99,17.99
1,1721,"GRAIL FRANKENSTEIN",NC-17,2.99,17.99
1,1722,"GRAPES FURY",G,0.99,20.99
1,1723,"GRAPES FURY",G,0.99,20.99
1,1724,"GRAPES FURY",G,0.99,20.99
1,1725,"GRAPES FURY",G,0.99,20.99
1,1729,"GREASE YOUTH",G,0.99,20.99
1,1730,"GREASE YOUTH",G,0.99,20.99
1,1731,"GREASE YOUTH",G,0.99,20.99
1,1735,"GREATEST NORTH",NC-17,2.99,24.99
1,1736,"GREATEST NORTH",NC-17,2.99,24.99
1,1737,"GREATEST NORTH",NC-17,2.99,24.99
1,1738,"GREATEST NORTH",NC-17,2.99,24.99
1,1747,"GREEK EVERYONE",PG,2.99,11.99
1,1748,"GREEK EVERYONE",PG,2.99,11.99
1,1752,"GRINCH MASSAGE",R,4.99,25.99
1,1753,"GRINCH MASSAGE",R,4.99,25.99
1,1757,"GRIT CLOCKWORK",PG,0.99,21.99
1,1758,"GRIT CLOCKWORK",PG,0.99,21.99
1,1759,"GRIT CLOCKWORK",PG,0.99,21.99
1,1760,"GRIT CLOCKWORK",PG,0.99,21.99
1,1765,"GROOVE FICTION",NC-17,0.99,13.99
1,1766,"GROOVE FICTION",NC-17,0.99,13.99
1,1767,"GROOVE FICTION",NC-17,0.99,13.99
1,1773,"GROUNDHOG UNCUT",PG-13,4.99,26.99
1,1774,"GROUNDHOG UNCUT",PG-13,4.99,26.99
1,1778,"GUN BONNIE",G,0.99,27.99
1,1779,"GUN BONNIE",G,0.99,27.99
1,1780,"GUN BONNIE",G,0.99,27.99
1,1784,"GUNFIGHT MOON",NC-17,0.99,16.99
1,1785,"GUNFIGHT MOON",NC-17,0.99,16.99
1,1786,"GUNFIGHT MOON",NC-17,0.99,16.99
1,1790,"GUNFIGHTER MUSSOLINI",PG-13,2.99,9.99
1,1791,"GUNFIGHTER MUSSOLINI",PG-13,2.99,9.99
1,1794,"GUYS FALCON",R,4.99,20.99
1,1795,"GUYS FALCON",R,4.99,20.99
1,1796,"GUYS FALCON",R,4.99,20.99
1,1797,"HALF OUTFIELD",PG-13,2.99,25.99
1,1798,"HALF OUTFIELD",PG-13,2.99,25.99
1,1799,"HALF OUTFIELD",PG-13,2.99,25.99
1,1800,"HALF OUTFIELD",PG-13,2.99,25.99
1,1804,"HALL CASSIDY",NC-17,4.99,13.99
1,1805,"HALL CASSIDY",NC-17,4.99,13.99
1,1806,"HALL CASSIDY",NC-17,4.99,13.99
1,1807,"HALL CASSIDY",NC-17,4.99,13.99
1,1810,"HALLOWEEN NUTS",PG-13,2.99,19.99
1,1811,"HALLOWEEN NUTS",PG-13,2.99,19.99
1,1812,"HAMLET WISDOM",R,2.99,21.99
1,1813,"HAMLET WISDOM",R,2.99,21.99
1,1814,"HAMLET WISDOM",R,2.99,21.99
1,1815,"HAMLET WISDOM",R,2.99,21.99
1,1816,"HANDICAP BOONDOCK",R,0.99,28.99
1,1817,"HANDICAP BOONDOCK",R,0.99,28.99
1,1818,"HANDICAP BOONDOCK",R,0.99,28.99
1,1826,"HANKY OCTOBER",NC-17,2.99,26.99
1,1827,"HANKY OCTOBER",NC-17,2.99,26.99
1,1828,"HANKY OCTOBER",NC-17,2.99,26.99
1,1839,"HARDLY ROBBERS",R,2.99,15.99
1,1840,"HARDLY ROBBERS",R,2.99,15.99
1,1841,"HAROLD FRENCH",NC-17,0.99,10.99
1,1842,"HAROLD FRENCH",NC-17,0.99,10.99
1,1843,"HARPER DYING",G,0.99,15.99
1,1844,"HARPER DYING",G,0.99,15.99
1,1845,"HARPER DYING",G,0.99,15.99
1,1849,"HARRY IDAHO",PG-13,4.99,18.99
1,1850,"HARRY IDAHO",PG-13,4.99,18.99
1,1851,"HARRY IDAHO",PG-13,4.99,18.99
1,1852,"HARRY IDAHO",PG-13,4.99,18.99
1,1859,"HAUNTING PIANIST",R,0.99,22.99
1,1860,"HAUNTING PIANIST",R,0.99,22.99
1,1865,"HAWK CHILL",PG-13,0.99,12.99
1,1866,"HAWK CHILL",PG-13,0.99,12.99
1,1867,"HEAD STRANGER",R,4.99,28.99
1,1868,"HEAD STRANGER",R,4.99,28.99
1,1869,"HEAD STRANGER",R,4.99,28.99
1,1870,"HEAD STRANGER",R,4.99,28.99
1,1874,"HEARTBREAKERS BRIGHT",G,4.99,9.99
1,1875,"HEARTBREAKERS BRIGHT",G,4.99,9.99
1,1876,"HEARTBREAKERS BRIGHT",G,4.99,9.99
1,1877,"HEARTBREAKERS BRIGHT",G,4.99,9.99
1,1881,"HEAVEN FREEDOM",PG,2.99,19.99
1,1882,"HEAVEN FREEDOM",PG,2.99,19.99
1,1883,"HEAVEN FREEDOM",PG,2.99,19.99
1,1886,"HEAVENLY GUN",NC-17,4.99,13.99
1,1887,"HEAVENLY GUN",NC-17,4.99,13.99
1,1888,"HEAVYWEIGHTS BEAST",G,4.99,25.99
1,1889,"HEAVYWEIGHTS BEAST",G,4.99,25.99
1,1890,"HEAVYWEIGHTS BEAST",G,4.99,25.99
1,1891,"HEAVYWEIGHTS BEAST",G,4.99,25.99
1,1896,"HEDWIG ALTER",NC-17,2.99,16.99
1,1897,"HEDWIG ALTER",NC-17,2.99,16.99
1,1898,"HEDWIG ALTER",NC-17,2.99,16.99
1,1899,"HELLFIGHTERS SIERRA",PG,2.99,23.99
1,1900,"HELLFIGHTERS SIERRA",PG,2.99,23.99
1,1901,"HELLFIGHTERS SIERRA",PG,2.99,23.99
1,1905,"HIGH ENCINO",R,2.99,23.99
1,1906,"HIGH ENCINO",R,2.99,23.99
